GEOID,NAME,year,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_single_parent_perc,family_children_nonfamily_perc,family_nonfamily_household_perc,education_less_hs,education_hs_grad,education_assoc_some_college,education_bachelors_or_higher,disability,disability_moe,housing_occupied_total,owner_occupied_housing_total,renter_occupied_housing_total,owner_occupied_housing_perc,renter_occupied_housing_perc,affordable_housing_own_total,affordable_housing_own_perc,affordable_housing_rent_total,affordable_housing_rent_perc,affordable_housing_all_perc,affordable_housing_less_20k,affordable_housing_20k_34k,affordable_housing_35k_49k,affordable_housing_50k_74k,affordable_housing_more_75k
41065,"Wasco County, Oregon",2015,53.3,2,9,2,69,2.4,8.7,2.2,16.1,2.7,12582,381,25491,1609,29131,2752,16839,3398,25831,2778,30941,1735,43657,6332,52303,7190,43422,2729,7,1.5,5.5,1.2,11.3,1.9,14.7,1.9,18.5,2.2,17.2,2.1,12.7,1.9,8.9,1.3,2.4,1,1.7,0.6,25492,,0.1,0.1,0.1,0.1,1,0.3,0.2,0.2,4.7,1.7,83.5,,0.1,0.1,0.1,0.1,5728,51,71.0719273743017,28.6662011173184,0.261871508379888,16.0530980747825,15.1993638532319,28.4675678745882,37.6576167215722,18.6754515506077,17.3,1.5,9704,6263,3441,64.540395713108,35.459604286892,4534,72.3934216828996,1200,34.87358326068,59.0890354492993,13.3986928104575,43.3991683991684,64.1782059000602,83.3229620410703,93.9655172413793
41027950100,"Census Tract 9501, Hood River County, Oregon",2015,60.1,6.8,4.9,2.6,74.3,6,4.7,2.7,15.5,8.2,2194,374,23482,5723,,,,,,,,,,,,,54593,11711,4.4,2.6,1.9,1.7,9.7,5.4,9.1,4.9,18.6,7,21.1,4.9,19.2,6.7,7.7,3.5,5.2,3.3,3.1,2.3,3955,536,0,0.8,0,0.8,1.3,1.1,0.3,0.4,9.2,10,78,12.1,0,0.8,0,0.8,714,265,85.8543417366947,14.1456582633053,0,16.1354019746121,19.4249649368864,23.1416549789621,32.258064516129,25.1753155680224,16.2,3.8,1396,1015,381,72.7077363896848,27.2922636103152,800,78.8177339901478,129,33.8582677165354,66.5472779369627,17.2413793103448,36.734693877551,68.4615384615385,87.1698113207547,88.9795918367347
41027950200,"Census Tract 9502, Hood River County, Oregon",2015,64.7,3.7,4.3,2,78.7,4.2,4.5,2.2,9.8,4.6,3793,338,30489,2698,31946,3051,23418,9256,28929,12339,31035,5941,45192,9073,62955,24441,62933,8749,2.5,2.2,4.6,3.7,11.2,4.5,8.3,4.8,7.3,3.7,22.3,5.9,22.2,5.9,11.2,4.2,4.1,2.8,6.3,2.8,6656,500,0,0.5,0,0.5,3.8,1.4,0,0.5,2.9,2.6,85.1,4.5,0,0.5,0,0.5,1411,249,56.4847625797307,38.979447200567,4.53579021970234,22.3055725658298,13.2164948453608,22.1649484536082,23.9175257731959,40.7010309278351,8,2.7,2604,1957,647,75.1536098310292,24.8463901689708,1444,73.7864077669903,224,34.6213292117465,64.0552995391705,15.9090909090909,47.3053892215569,19.8830409356725,65.5536028119508,93.027360988526
41027950300,"Census Tract 9503, Hood River County, Oregon",2015,63.9,5.9,3.5,2.5,75.9,6.2,2.4,2.3,23.8,8.4,3204,369,23503,3166,26256,2769,16887,5636,22298,4815,26166,2011,49583,21238,41375,9554,42841,8476,9.4,5.2,3.3,3.3,19.5,6.2,10.9,5.1,12.5,6.4,18.4,5.2,9.8,5,10.3,3.7,2.8,2.3,3.1,2.1,5793,403,0,0.6,0,0.6,1.1,0.9,0.3,0.5,3.3,3.3,72,7.5,0.6,0.9,0,0.6,1442,282,63.9389736477115,36.0610263522885,0,23.4852453291427,15.6427604871448,25.4127198917456,21.4343707713126,37.510148849797,10.1,3.5,2362,1047,1315,44.3268416596105,55.6731583403895,741,70.7736389684814,645,49.0494296577947,58.6790855207451,23.0403800475059,35.7692307692308,70.4626334519573,86.4367816091954,86.0162601626016
41027950400,"Census Tract 9504, Hood River County, Oregon",2015,64.8,4.8,7.9,3.5,75.7,5,6.2,3,9.6,4.5,3320,324,24340,2834,,,,,,,,,,,,,59775,3985,1,1.1,1.3,1.2,6.7,3.3,11.5,4.3,14.8,4.3,29.5,6.8,14.2,5.3,12.8,4.2,5.1,2.7,3.1,2,6345,528,0,0.5,0,0.5,0.5,0.5,0,0.5,11.1,6.3,45.5,6.5,0,0.5,0,0.5,1895,337,84.4854881266491,15.5145118733509,0,8.47287340924313,28.4417941405237,31.9937775473166,19.7562872698989,19.8081410422608,8.6,3.4,1827,1294,533,70.8264915161467,29.1735084838533,846,65.3786707882535,147,27.5797373358349,54.3513957307061,13.8613861386139,60.5042016806723,50.6666666666667,53.6821705426357,89.2733564013841
41027,"Hood River County, Oregon",2015,63.7,2.3,5.1,1.3,76.4,2.8,4.5,1.2,14.3,3.2,12511,397,25459,1232,27562,2275,21482,2891,25026,4073,28630,3452,41870,6314,51075,5731,55827,3214,4.5,1.8,3,1.5,12.3,2.5,9.9,2.4,12.4,2.4,22.6,3.1,16.3,3,10.7,2,4.1,1.4,4.1,1.3,22749,,0,0.1,0,0.1,1.8,0.3,0.1,0.1,6.4,2.5,69.5,,0.2,0.2,0,0.1,5462,147,72.0065909923105,26.8216770413768,1.17173196631271,17.8177810433505,18.814737118133,25.6195096368166,23.8232594729251,31.7424937721253,10.1,1.3,8189,5313,2876,64.8797166931249,35.1202833068751,3831,72.1061547148504,1145,39.8122392211405,60.7644401025766,18.9243027888446,41.9642857142857,55.923159018143,70.4201680672269,90.0213068181818
41055950100,"Census Tract 9501, Sherman County, Oregon",2015,50,3.4,7.9,3.1,66.9,4.4,8.5,3.4,21.6,5,899,73,22875,2743,,,,,,,,,,,,,38362,5362,12.3,4.3,7.8,2.8,13.1,3.4,13.4,3.2,11.4,4,17.7,3.6,10.8,2.8,6.1,2,4.2,1.7,3.1,1.6,1795,128,0,1.8,0,1.8,0.2,0.3,0,1.8,0.2,0.3,92.9,2.7,0,1.8,0.4,0.4,321,65,64.4859813084112,34.2679127725857,1.24610591900312,24.354657687991,8.14307458143075,36.6818873668189,37.8995433789954,17.2754946727549,19.5,2.7,804,495,309,61.5671641791045,38.4328358208955,386,77.979797979798,123,39.8058252427185,63.3084577114428,12.9032258064516,61.6766467065868,93.5064935064935,95.0354609929078,100
41055,"Sherman County, Oregon",2015,50,3.4,7.9,3.1,66.9,4.4,8.5,3.4,21.6,5,899,73,22875,2743,,,,,,,,,,,,,38362,5362,12.3,4.3,7.8,2.8,13.1,3.4,13.4,3.2,11.4,4,17.7,3.6,10.8,2.8,6.1,2,4.2,1.7,3.1,1.6,1795,128,0,1.8,0,1.8,0.2,0.3,0,1.8,0.2,0.3,92.9,2.7,0,1.8,0.4,0.4,321,65,64.4859813084112,34.2679127725857,1.24610591900312,24.354657687991,8.14307458143075,36.6818873668189,37.8995433789954,17.2754946727549,19.5,2.7,804,495,309,61.5671641791045,38.4328358208955,386,77.979797979798,123,39.8058252427185,63.3084577114428,12.9032258064516,61.6766467065868,93.5064935064935,95.0354609929078,100
41031940000,"Census Tract 9400, Jefferson County, Oregon",2015,46,4.7,27.4,6.1,50.2,5,28.5,6.3,34.2,5.7,1495,160,20740,3465,,,,,,,,,,,,,44612,6038,13.3,5.3,8.2,3.7,6.1,3.2,11.3,5,17.2,5.2,21.9,5.6,13.4,4.6,7.4,4.2,1.2,1.4,0,3.9,3579,275,0.1,0.2,0.3,0.5,0.2,0.3,0,0.9,0.7,0.6,87.9,4.5,0,0.9,0,0.9,1230,192,29.349593495935,70.6504065040651,0,2.41751990898749,18.2053941908714,27.1784232365145,46.3692946058091,8.24688796680498,13.8,2.9,821,517,304,62.9719853836784,37.0280146163216,468,90.5222437137331,132,43.421052631579,73.0816077953715,36.0248447204969,71.8181818181818,100,87.9518072289157,100
41031960100,"Census Tract 9601, Jefferson County, Oregon",2015,38.1,10.8,7.2,4.8,43.1,13.3,8,5.2,13.8,6.3,1011,177,20889,4291,,,,,,,,,,,,,49659,13201,3,2.1,0.8,1.3,15.3,6.7,22,11.6,9.5,5.8,19.8,7.5,7.3,4.9,11.8,5.5,7.6,6.5,3,2.7,2398,456,0,1.3,0,1.3,0.2,0.3,0,1.3,4.7,5.9,86.9,6.5,0,1.3,0,1.3,395,107,76.4556962025316,23.5443037974684,0,14.3917761279269,17.3863636363636,33.8068181818182,32.4431818181818,16.3636363636364,16.2,5.7,642,400,242,62.3052959501558,37.6947040498442,306,76.5,128,52.8925619834711,67.601246105919,27.7777777777778,64.9253731343284,67.2131147540984,83.3333333333333,100
41031960201,"Census Tract 9602.01, Jefferson County, Oregon",2015,58.2,6.5,18.2,6.6,68.1,8,18.2,7.4,24,7.8,1620,213,17207,3695,,,,,,,,,,,,,36350,9061,13.3,6.6,5.7,4.7,20.7,7.7,9.2,5.3,16.5,7.4,19.9,9.8,10,6.3,4.9,4.4,0,2.8,0,2.8,3349,318,0,1,0.4,0.6,0.1,0.2,0,1,18.5,10.4,59,5.5,0,1,0,1,1064,187,56.7669172932331,43.2330827067669,0,13.8847417139445,27.0801815431165,33.3333333333333,26.8784669692385,12.7080181543117,14.7,4.4,1123,561,562,49.9554764024933,50.0445235975067,418,74.5098039215686,312,55.5160142348754,65.0044523597507,31.0469314079422,35.0877192982456,97.2972972972973,97.3094170403588,100
41031960202,"Census Tract 9602.02, Jefferson County, Oregon",2015,47,5.6,9.5,4.4,62.3,6.9,10.4,4.8,19.5,7.5,2484,297,26839,2643,,,,,,,,,,,,,45688,7943,4.2,3.7,4.1,2.7,14.9,6,13.2,5.9,16.5,6.5,26.8,9.1,11.2,5.1,5.8,3.5,1.6,1.7,1.7,2,4999,373,0,0.6,0,0.6,2.8,1.2,0,0.6,8.3,7.1,74.3,6.1,0,0.6,0,0.6,1199,232,58.2985821517932,41.7014178482068,0,19.8614789162762,16.2898730257046,26.354908640446,37.5038711675441,19.8513471663054,17.5,4.4,1943,1145,798,58.9294904786413,41.0705095213587,918,80.174672489083,498,62.406015037594,72.8769943386516,16.8284789644013,62.4685138539043,81.3084112149533,93.6660268714012,92.9113924050633
41031960301,"Census Tract 9603.01, Jefferson County, Oregon",2015,37,5,11.1,6.6,56.1,8.1,11.6,7.6,14.3,8.1,1366,177,27083,7933,,,,,,,,,,,,,48908,3938,3.6,2.5,3.6,2.5,6.5,3.6,15.8,6.1,23,6.8,24.9,6.4,13.8,5,7.3,4.7,1.6,1.5,0,2.1,3291,361,0,1,0,1,0.1,0.3,0,1,0.5,0.6,99.1,0.9,0,1,0,1,459,183,34.4226579520697,62.0915032679739,3.48583877995643,17.1680340322091,7.01881331403763,28.3646888567294,47.684515195369,16.931982633864,25.6,4.5,1540,1329,211,86.2987012987013,13.7012987012987,959,72.1595184349135,70,33.175355450237,66.8181818181818,16.551724137931,42.1052631578947,67.5141242937853,87.8453038674033,91.6905444126075
41031960302,"Census Tract 9603.02, Jefferson County, Oregon",2015,54.5,4.3,11.5,3.8,66.7,5.2,10.2,4.2,15.4,4.2,2189,217,27758,3662,,,,,,,,,,,,,50755,4655,6,2.1,1.8,1.5,11,2.9,12.9,3.5,17.4,4.6,23.5,5.1,13.9,4.2,11.1,3.2,0.7,0.9,1.6,1,4445,325,0,0.7,0,0.7,0.3,0.3,0.1,0.2,8.2,4,80,4.6,0,0.7,0,0.7,1076,170,70.5390334572491,28.2527881040892,1.20817843866171,13.148398737032,14.72,30.24,37.344,17.696,14.4,2.7,1623,1184,439,72.9513247073321,27.0486752926679,824,69.5945945945946,223,50.7972665148064,64.5101663585952,31.1764705882353,42.1404682274248,68.705035971223,81.9444444444445,86.6213151927438
41031,"Jefferson County, Oregon",2015,47.2,2.6,14.4,2.2,58.8,3.5,14.7,2.4,20.5,2.7,10165,388,24319,2145,27126,1808,19915,5840,22364,3275,31008,2871,38882,15294,42885,11902,46366,3506,6.7,1.6,3.9,1.3,12.3,2.2,13.6,2.4,17.5,2.7,23.6,3.8,12,2.2,7.7,1.6,1.7,0.7,1,0.6,22061,,0,0.1,0.1,0.1,0.8,0.2,0,0.1,7,2.3,80.4,,0,0.1,0,0.1,5423,52,53.1624562050526,46.3027844366587,0.53475935828877,13.7647058823529,16.0524714314693,29.4813712894719,38.5015890188654,15.9645682601934,16.9,1.8,7692,5136,2556,66.7706708268331,33.2293291731669,3893,75.7982866043614,1363,53.3255086071988,68.3307332293292,25.8377425044092,50.8152173913044,78.501872659176,89.2898052691867,93.2714617169374
53059950100,"Census Tract 9501, Skamania County, Washington",2015,60.8,18.4,18.2,19.9,77.6,16,0,29.4,0,16.1,94,41,,,,,,,,,,,,,,,66719,62803,0,34.1,0,34.1,4.1,7.1,23.3,24.3,15.1,22.2,11,15.8,11,10.1,2.7,4.1,32.9,30.9,0,34.1,184,76,0,16.1,0,16.1,0,16.1,0,16.1,0,16.1,100,16.1,0,16.1,0,16.1,36,30,100,0,0,15.7608695652174,0,8.26446280991736,46.2809917355372,45.4545454545455,3.3,5.9,73,57,16,78.0821917808219,21.9178082191781,31,54.3859649122807,16,100,64.3835616438356,,35,100,0,85.2941176470588
53059950200,"Census Tract 9502, Skamania County, Washington",2015,53.8,3.9,7.9,2.6,67.3,4,6.7,2.8,11.3,3.6,2414,224,36707,7018,,,,,,,,,,,,,67695,11355,7.2,2.8,4.5,2.4,7.5,2.6,6.4,2.3,8.5,2.7,18.1,4.5,15.9,4.5,18,4.3,7.9,4.4,5.8,2.4,4889,284,0,0.7,0,0.7,1.3,0.6,0,0.7,0.4,0.3,99.7,0.3,0,0.7,0.4,0.6,1034,137,80.5609284332689,18.9555125725339,0.483558994197292,14.6042135406013,7.79369627507163,25.5300859598854,42.3495702005731,24.3266475644699,12.6,2.2,1865,1414,451,75.8176943699732,24.1823056300268,1049,74.1867043847242,181,40.1330376940133,65.9517426273459,9.42622950819672,35.5191256830601,60,77.710843373494,92.8654970760234
53059950300,"Census Tract 9503, Skamania County, Washington",2015,47.3,5.6,9.4,4.9,58.2,6.5,9.8,5.4,21.8,4.8,799,111,32229,4580,,,,,,,,,,,,,46458,7977,18.1,4.9,9.1,4.2,8.8,4.2,7.6,3.3,9.7,3.6,20.8,4.6,10.4,3.6,8.5,3.2,5,2.2,1.9,2,1745,163,0,1.8,0,1.8,1,0.9,0,1.8,0.6,1.1,95.5,3.1,0.5,0.9,0,1.8,320,75,63.4375,36.5625,0,22.5409836065574,11.7283950617284,26.5432098765432,36.3425925925926,25.3858024691358,15.7,3.5,825,494,331,59.8787878787879,40.1212121212121,380,76.9230769230769,161,48.6404833836858,65.5757575757576,39,55.3398058252427,67.5,83.7209302325582,97.6525821596244
53059950400,"Census Tract 9504, Skamania County, Washington",2015,52.9,5.4,8.4,4.8,63.6,6.7,9.2,5.2,11.4,5.1,1075,132,29705,4429,,,,,,,,,,,,,48347,5094,5.2,4.1,2.8,2.1,11.5,5.1,17.9,6.7,15,5,16.5,6.2,13,5.3,11.5,4.1,3,1.8,3.7,3,2123,207,0,1.5,0,1.5,0.3,0.5,0.3,0.5,2,1.6,85.8,4.7,0,1.5,0,1.5,443,117,75.3950338600452,24.6049661399549,0,16.8629298162977,11.3408521303258,32.7694235588973,32.3308270676692,23.5588972431078,14.3,3.9,847,595,252,70.2479338842975,29.7520661157025,446,74.9579831932773,130,51.5873015873016,68.0047225501771,38.8888888888889,48.3695652173913,69.0909090909091,96.2686567164179,97.244094488189
53059950500,"Census Tract 9505, Skamania County, Washington",2015,47.8,6,7.4,4.5,61.4,6.9,5.8,4.5,15.7,5.7,1008,141,25984,2065,,,,,,,,,,,,,36205,4272,11.9,4.2,13.3,5.7,10.5,6.6,11.3,5.9,17.6,6.8,18.8,7.1,6.9,3.5,6.9,3.2,2.8,3.4,0,3.6,2302,242,0,1.4,0.6,0.8,0.8,1.2,0,1.4,0.7,0.8,89.4,4.9,0,1.4,0,1.4,527,134,70.0189753320683,29.9810246679317,0,15.3576129881527,9.2217135382603,37.6062786134729,42.9692609548725,10.2027468933944,21.4,5.2,885,603,282,68.135593220339,31.864406779661,390,64.6766169154229,83,29.4326241134752,53.4463276836158,8.84353741496599,72.9508196721312,64.7435897435898,85.3146853146853,91.8367346938776
53059,"Skamania County, Washington",2015,51.5,2.4,8.3,2.1,64.2,2.8,7.3,2.1,13.7,2.1,5390,225,31494,2027,37194,2817,23409,6119,31218,2129,35827,4646,49375,16012,63438,8857,52374,5301,9.6,2,6.7,1.7,9,2.1,10.1,2.2,11.9,2.2,18.3,2.8,12.5,2.1,12.6,2,5.9,1.9,3.5,1.2,11243,,0,0.3,0.1,0.2,1,0.2,0.1,0.1,0.8,0.4,94.3,,0.1,0.1,0.2,0.3,2360,39,75.2118644067797,24.5762711864407,0.211864406779661,16.4177769829205,9.28784860557769,29.1708167330677,39.5667330677291,21.9746015936255,15.1,1.5,4495,3163,1332,70.3670745272525,29.6329254727475,2296,72.5893139424597,571,42.8678678678679,63.7819799777531,19.5652173913043,50.1633986928105,65.4832347140039,82.7629911280102,94.0119760479042
53039950100,"Census Tract 9501, Klickitat County, Washington",2015,37.8,4.6,11.7,4.4,48.6,5.3,10.2,4.3,17.1,4.7,3439,341,21182,1625,,,,,,,,,,,,,43043,5485,9.6,4.3,7,3.4,11,3.6,13.4,4.4,19,5.6,20,4.8,10.3,3.4,8.2,3.5,1.3,1.1,0.1,0.2,8527,465,0,0.4,0,0.4,0.2,0.3,0,0.4,0.7,1,93.9,1.8,0,0.4,0,0.4,1837,232,60.8600979858465,38.9765922700055,0.163309744148068,13.2178452776459,10.9692591970435,30.3544431379137,39.543087518898,19.1332101461448,25,3.1,3285,2137,1148,65.0532724505327,34.9467275494673,1615,75.5732335049134,530,46.1672473867596,65.296803652968,21.8446601941748,56.4924114671164,70.9208400646204,93.114241001565,99.0726429675425
53039950200,"Census Tract 9502, Klickitat County, Washington",2015,41.9,5.4,3.2,2,59.3,6.2,2.7,1.7,18.1,5.3,1767,255,26147,1877,,,,,,,,,,,,,41111,4989,4.2,1.8,4.5,3.1,14,5,18.8,5.9,18.7,5.2,21.6,5,6.5,3.5,8.3,2.5,2.3,2.1,1.2,1.6,4552,393,0,0.1,0,0.7,0.7,0.9,0,0.7,0.8,0.9,91.7,5.3,0,0.7,0,0.1,817,190,69.155446756426,30.8445532435741,0,17.4315975286849,9.31024694862333,36.3610559182515,39.795628725518,14.5330684076072,21.3,3.6,1748,1330,418,76.0869565217391,23.9130434782609,1050,78.9473684210526,88,21.0526315789474,65.1029748283753,21.1981566820277,52.4444444444445,63.9240506329114,91.3746630727763,99.0566037735849
53039950300,"Census Tract 9503, Klickitat County, Washington",2015,57.3,3.4,4.9,2.9,75.1,4.4,4.8,3,11.4,4.1,3785,337,30023,2709,30661,1970,23233,2865,31641,1764,25208,7379,36875,15091,71167,39413,61411,8445,4,1.9,3,1.8,9.8,2.8,11.7,4.7,11.1,4.7,22.8,5.4,17.3,4.6,15.7,4.9,3.6,2.1,1,0.9,7741,536,0,0.4,0,0.4,0.7,0.9,0,0.4,6.2,3.4,79.4,3,0,0.4,0.1,0.3,1722,238,71.718931475029,23.7514518002323,4.52961672473868,20.5944239873751,13.1329690346084,22.7322404371585,30.2367941712204,33.8979963570128,15.8,3.6,2830,1928,902,68.1272084805654,31.8727915194346,1465,75.9854771784232,417,46.2305986696231,66.5017667844523,17.3285198555957,21.7922606924644,70.0636942675159,81.198003327787,95.8607714016933
53039,"Klickitat County, Washington",2015,45.9,2.7,7,2.3,60.7,3.3,6.3,2.3,15.2,2.7,8991,377,26292,1583,28571,2916,20797,3598,28917,3688,25949,3428,40708,3579,54125,23962,48319,2715,6.4,2.1,5,1.5,11.2,2.3,14,3,16.1,2.7,21.4,3.1,12,2.5,10.9,2.4,2.4,1,0.6,0.4,20820,,0,0.1,0,0.2,0.5,0.5,0,0.2,2.7,1.4,88,,0,0.2,0,0.1,4376,59,66.6819012797075,31.4670932358318,1.8510054844607,16.8741489982494,11.3724442068689,28.9723372978752,36.1886943739142,23.4665241213417,20.8,1.8,7863,5395,2468,68.6124888719318,31.3875111280682,4130,76.5523632993513,1035,41.936790923825,65.6873966679385,20.5935251798561,44.1981747066493,68.9351481184948,88.268156424581,97.3865877712032
41,Oregon,2015,57.6,0.4,6.8,0.4,71.6,0.5,6.3,0.3,15.4,0.6,2123431,11891,28933,500,33828,782,21904,512,26567,629,31625,413,44049,2147,61139,852,54148,912,6.8,0.4,4.9,0.3,10.4,0.4,10.6,0.4,13.6,0.4,18.8,0.5,12.6,0.4,13.1,0.4,4.6,0.2,4.7,0.2,4028977,,0,0.1,0.1,0.1,4.1,0.1,0.4,0.1,2.6,0.2,87.3,,0,0.1,0.1,0.1,857982,1558,69.0437561627167,29.9642649845801,0.991978852703203,20.2144334813541,9.96929534766217,23.353150569753,34.5263849274424,32.1511691551425,15.2,0.3,1553205,948891,604314,61.0924507711474,38.9075492288526,696636,73.4158085596765,275747,45.6297553920644,62.6049362447327,14.3730161468396,34.1830459224527,59.926583937105,77.3292001184236,94.3597792329418
